Label,WHO Location,Normalized Who Location,What Changed
CV 1 (Male),"In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females.
- Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.",moved 'Note' to a new line prefixed with '- '.
CV 1 (Female),"In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females.
- Note: CV 1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.",moved 'Note' to a new line prefixed with '- '.
CV 2,"On the lower abdomen, superior to the pubic symphysis, on the anterior median line.","On the lower abdomen, superior to the pubic symphysis, on the anterior median line.",No changes needed.
CV 3,"On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, on the anterior median line.","On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 4,"On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, on the anterior median line.","On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 5,"On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, on the anterior median line.","On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 6,"On the lower abdomen, 1.5 B-cun inferior to the centre of the umbilicus, on the ante- rior median line.","On the lower abdomen, 1.5 B-cun inferior to the centre of the umbilicus, on the anterior median line.",rejoined split word 'ante- rior' into 'anterior'.
CV 7,"On the lower abdomen, 1 B-cun inferior to the centre of the umbilicus, on the anterior median line.","On the lower abdomen, 1 B-cun inferior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 8,"On the upper abdomen, in the centre of the umbilicus.","On the upper abdomen, in the centre of the umbilicus.",No changes needed.
CV 9,"On the upper abdomen, 1 B-cun superior to the centre of the umbilicus, on the anterior median line.","On the upper abdomen, 1 B-cun superior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 10,"On the upper abdomen, 2 B-cun superior to the centre of the umbilicus, on the anterior median line.","On the upper abdomen, 2 B-cun superior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 11,"On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, on the anterior median line.","On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 12,"On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, on the anterior median line. Note: CV12 is located at the midpoint of the line connecting the xiphisternal junction and the centre of umbilicus.","On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, on the anterior median line.
- Note: CV 12 is located at the midpoint of the line connecting the xiphisternal junction and the centre of umbilicus.",normalized acupoint code 'CV12' to 'CV 12'; moved 'Note' to a new line prefixed with '- '.
CV 13,"On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, on the anterior median line.","On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 14,"On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, on the anterior median line.","On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, on the anterior median line.",No changes needed.
CV 15,"On the upper abdomen, 1 B-cun inferior to the xiphisternal junction, on the anterior median line.","On the upper abdomen, 1 B-cun inferior to the xiphisternal junction, on the anterior median line.",No changes needed.
CV 16,"In the anterior thoracic region, at the midpoint of the xiphisternal junction, on the anterior median line.","In the anterior thoracic region, at the midpoint of the xiphisternal junction, on the anterior median line.",No changes needed.
CV 17,"In the anterior thoracic region, at the same level as the fourth intercostal space, on the anterior median line.","In the anterior thoracic region, at the same level as the fourth intercostal space, on the anterior median line.",No changes needed.
CV 18,"In the anterior thoracic region, at the same level as the third intercostal space, on the anterior median line.","In the anterior thoracic region, at the same level as the third intercostal space, on the anterior median line.",No changes needed.
CV 19,"In the anterior thoracic region, at the same level as the second intercostal space, on the anterior median line.","In the anterior thoracic region, at the same level as the second intercostal space, on the anterior median line.",No changes needed.
CV 20,"In the anterior thoracic region, at the same level as the first intercostal space, on the anterior median line.","In the anterior thoracic region, at the same level as the first intercostal space, on the anterior median line.",No changes needed.
CV 21,"In the anterior thoracic region, 1 B-cun inferior to the suprasternal fossa, on the anterior median line. Note: CV21 is located 1 B-cun inferior to CV22.","In the anterior thoracic region, 1 B-cun inferior to the suprasternal fossa, on the anterior median line.
- Note: CV 21 is located 1 B-cun inferior to CV 22.",normalized acupoint code 'CV21' to 'CV 21'; normalized acupoint code 'CV22' to 'CV 22'; moved 'Note' to a new line prefixed with '- '.
CV 22,"In the anterior region of the neck, in the centre of the suprasternal fossa, on the anterior median line. Note: CV22 is located in the depression midway between the medial ends of each clavicle.","In the anterior region of the neck, in the centre of the suprasternal fossa, on the anterior median line.
- Note: CV 22 is located in the depression midway between the medial ends of each clavicle.",normalized acupoint code 'CV22' to 'CV 22'; moved 'Note' to a new line prefixed with '- '.
CV 23,"In the anterior region of the neck, superior to superior border to thyroid cartilage, in the depression superior to the hyoid bone, on the anterior median line. Note: With the head slightly extended, the hyoid tubercle can be palpated between the mandible and the thyroid cartilage.","In the anterior region of the neck, superior to superior border to thyroid cartilage, in the depression superior to the hyoid bone, on the anterior median line.
- Note: With the head slightly extended, the hyoid tubercle can be palpated between the mandible and the thyroid cartilage.",moved 'Note' to a new line prefixed with '- '.
CV 24,"On the face, in the depression in the centre of the mentolabial sulcus.","On the face, in the depression in the centre of the mentolabial sulcus.",No changes needed.
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
