"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"Du 12","","Third Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004628","TARA:locatedInRelationTo","",""
"Du 12","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 12","","Scapula","http://purl.obolibrary.org/obo/UBERON_0006849","TARA:locatedInRelationTo","",""
"Du 13","In the upper back region, in the depression inferior to the spinous process of the first thoracic vertebra (T1), on the posterior median line.","Upper Back","http://purl.obolibrary.org/obo/UBERON_0008231","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 210",""
"Du 13","","First Thoracic Vertebra","http://purl.obolibrary.org/obo/UBERON_0004626","TARA:locatedInRelationTo","",""
"Du 13","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 14","In the posterior region of the neck, in the depression inferior to the spinous process of the seventh cervical vertebra (C7), on the posterior median line. Note 1: When the head is in a neutral position while the subject is seated, the most prominent site on the posterior aspect of the neck is the spinous process of the seventh cervical vertebra (C7). Forward flexion of the neck may facilitate palpation of the C7 spinous process. Note 2: Slight rotation of C7 can be pal- pated by rotating the head with the neck slightly flexed.","Neck","http://purl.obolibrary.org/obo/UBERON_0000974","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 210",""
"Du 14","","Seventh Cervical Vertebra","http://purl.obolibrary.org/obo/UBERON_0004616","TARA:locatedInRelationTo","",""
"Du 14","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 15","In the posterior region of the neck, in the depression superior to the spinous process of the second cervical vertebra (C2), on the posterior median line. Note: After locating GV16, GV15 is located 0.5 B-cun inferior to GV16.","Neck","http://purl.obolibrary.org/obo/UBERON_0000974","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 211",""
"Du 15","","Second Cervical Vertebra","http://purl.obolibrary.org/obo/UBERON_0001093","TARA:locatedInRelationTo","",""
"Du 15","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 16","In the posterior region of the neck, directly inferior to the external occipital protuberance, in the depression between the trapezius muscles. Note: With the head slightly extended in the seated position, loosen the trapezius muscle, then move superiorly from the midpoint of the posterior hairline to the occipital bone, gV16 will be found.","Neck","http://purl.obolibrary.org/obo/UBERON_0000974","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 211",""
"Du 16","","External Occipital Protuberance","http://purl.obolibrary.org/obo/UBERON_0013469","TARA:locatedInRelationTo","",""
"Du 16","","Trapezius","http://purl.obolibrary.org/obo/UBERON_0002380","TARA:locatedInRelationTo","",""
"Du 17","On the head, in the depression superior to the external occipital protuberance. Note: GV17 is located in the depression at the intersection of two imaginary lines: the vertical line of the posterior median line and the horizontal line of the superior border of the external occipital protuberance, at the same level as BL9.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 212",""
"Du 17","","External Occipital Protuberance","http://purl.obolibrary.org/obo/UBERON_0013469","TARA:locatedInRelationTo","",""
"Du 17","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 18","On the head, 4 B-cun superior to the posterior hairline, on the posterior median line. Note: GV18 is located in the depression 1.5 B-cun superior to gV17.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 212",""
"Du 18","","Posterior Hairline","http://uri.interlex.org/base/ilx_0795326","TARA:locatedInRelationTo","",""
"Du 18","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 19","On the head, 5.5 B-cun superior to the posterior hairline, on the posterior median line. Note: GV19 is located 1.5 B-cun posterior to gV20.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 213",""
"Du 19","","Posterior Hairline","http://uri.interlex.org/base/ilx_0795326","TARA:locatedInRelationTo","",""
"Du 19","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 20","On the head, 5 B-cun superior to the anterior hairline, on the anterior median line. Note 1: GV20 is located in the depression 1 B-cun anterior to the midpoint of the line from the anterior hairline to the posterior hairline. Note 2: When the ears are folded, GV20 is located at the midpoint of the connecting line between the auricular apices.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 213",""
"Du 20","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"Du 20","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"Du 20","","Posterior Median Line","http://uri.interlex.org/base/ilx_0795312","TARA:locatedInRelationTo","",""
"Du 20","","Posterior Hairline","http://uri.interlex.org/base/ilx_0795326","TARA:locatedInRelationTo","",""
"Du 21","On the head, 3.5 B-cun superior to the anterior hairline, on the anterior median line. Note: GV21 is located at the midpoint of the line connecting gV20 and gV22.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 214",""
"Du 21","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"Du 21","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"Du 22","On the head, 2 B-cun superior to the anterior hairline, on the anterior median line.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 214",""
"Du 22","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"Du 22","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"Du 23","On the head, 1 B-cun superior to the anterior hairline, on the anterior median line.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 215",""
"Du 23","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"Du 23","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"Du 24","On the head, 0.5 B-cun superior to the anterior hairline, on the anterior median line. Note: When the anterior hairline is unclear or changed, GV 24 is located 3.5 B-cun superior to the midpoint between the medial ends of the eyebrows.","Head","http://purl.obolibrary.org/obo/UBERON_0000033","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 215",""
"Du 24","","Anterior Hairline","http://uri.interlex.org/base/ilx_0795292","TARA:locatedInRelationTo","",""
"Du 24","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"Du 24","","Eyebrow","http://purl.obolibrary.org/obo/UBERON_0010163","TARA:locatedInRelationTo","",""
"Du 25","On the face, at the tip of the nose.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 216",""
"Du 25","","Nose","http://purl.obolibrary.org/obo/UBERON_0000004","TARA:locatedInRelationTo","",""
"Du 25","","Nose Tip","http://purl.obolibrary.org/obo/UBERON_0012128","TARA:locatedInRelationTo","",""
"Du 26","On the face, at the midpoint of the philtrum midline. Remarks: Alternative location for GV26 at the junction of the upper one third and lower two thirds of the philtrum midline.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 216",""
"Du 26","","Philtrum","http://purl.obolibrary.org/obo/UBERON_0005402","TARA:locatedInRelationTo","",""
"Du 27","On the face, at the midpoint of the tubercle of the upper lip.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 217",""
"Du 27","","Upper Lip","http://purl.obolibrary.org/obo/UBERON_0001834","TARA:locatedInRelationTo","",""
"Du 28","On the face, at the junction of the frenulum of the upper lip with the upper gum. Note: With the head extended in the seated posture and the upper lip lifted, gV28 is located at the junction of the frenulum of the upper lip with the upper gum.","Face","http://purl.obolibrary.org/obo/UBERON_0001456","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 217",""
"Du 28","","Labial Frenulum","http://purl.obolibrary.org/obo/UBERON_0016910","TARA:locatedInRelationTo","",""
"Du 28","","Upper Gum","http://purl.obolibrary.org/obo/UBERON_0011601","TARA:locatedInRelationTo","",""
"RN 1","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","Perineal Region","http://purl.obolibrary.org/obo/UBERON_0002356","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 220",""
"RN 1","","Anus","http://purl.obolibrary.org/obo/UBERON_0001245","TARA:locatedInRelationTo","",""
"RN 1","","Genital Organ","http://purl.obolibrary.org/obo/UBERON_0003133","TARA:locatedInRelationTo","",""
"RN 1 M","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","Perineal Region","http://purl.obolibrary.org/obo/UBERON_0002356","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 220",""
"RN 1 M","","Anus","http://purl.obolibrary.org/obo/UBERON_0001245","TARA:locatedInRelationTo","",""
"RN 1 M","","Scrotum","http://purl.obolibrary.org/obo/UBERON_0001300","TARA:locatedInRelationTo","",""
"RN 1 M","","Genital Organ","http://purl.obolibrary.org/obo/UBERON_0003133","TARA:locatedInRelationTo","",""
"RN 1 F","In the perineal region, at the midpoint of the line connecting the anus with the posterior border of the scrotum in males and the posterior commissure of labium majoris in females. Note: CV1 is located midway between the anus and the genital organ, with the subject lying on the side or in knee-chest position.","Perineal Region","http://purl.obolibrary.org/obo/UBERON_0002356","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 220",""
